epoch,dataset,train_acc,train_f1_score,train_recall,train_precision,train_loss,test_acc,test_f1_score,test_recall,test_precision,test_loss,train_num,train_tp,train_fp,train_tn,train_fn,test_num,test_tp,test_fp,test_tn,test_fn,Score
4,2,89.7674,89.5346,87.5435,91.6185,36888.37864,89.2548,63.8411,81.9728,52.2777,3329.863394,121318,53103,4858,0,7556,7622,723,660,0,159,85.6138
5,4,93.414,93.4492,93.9514,92.9523,22477.81214,90.593,66.4797,80.6122,56.5632,1958.060888,121318,56990,4321,0,3669,7622,711,546,0,171,85.6026
2,2,87.7932,87.2324,83.4006,91.4332,41771.02963,89.7665,64.8014,81.4059,53.8231,3519.260473,121318,50590,4740,0,10069,7622,718,616,0,164,85.5862
10,1,95.2604,95.4607,99.6736,91.5895,16847.84547,87.9166,61.4483,83.22,48.706,2482.14415,121318,60461,5552,0,198,7622,734,773,0,148,85.5683
9,2,94.0734,94.1472,95.3346,92.9891,25250.5111,89.3466,63.9752,81.746,52.551,2943.121498,121318,57829,4360,0,2830,7622,721,651,0,161,85.5463
2,1,89.9463,89.8176,88.6826,90.982,33707.20134,89.6877,64.5946,81.2925,53.5874,2013.721052,121318,53794,5332,0,6865,7622,717,621,0,165,85.4901
8,1,94.9595,95.1781,99.4922,91.2225,17968.40802,87.7329,61.0903,83.22,48.2577,2305.508764,121318,60351,5807,0,308,7622,734,787,0,148,85.47645
12,4,97.0689,97.1404,99.5714,94.8253,12133.28468,91.1703,67.5975,79.5918,58.7448,2405.651672,121318,60399,3296,0,260,7622,702,493,0,180,85.38105
3,2,88.6406,88.257,85.374,91.3415,39097.50529,89.6353,64.4144,81.0658,53.438,3352.043991,121318,51787,4909,0,8872,7622,715,623,0,167,85.35055
10,4,96.5224,96.6197,99.4016,93.9893,13863.60535,90.7373,66.6352,79.932,57.1313,2378.947211,121318,60296,3856,0,363,7622,705,529,0,177,85.33465
1,3,87.8913,87.8655,87.6787,88.0532,38357.55112,86.985,59.8055,83.6735,46.5322,2785.865271,121318,53185,7216,0,7474,7622,738,848,0,144,85.32925
3,1,90.5628,90.3061,87.9144,92.8315,30763.758,91.3409,67.93,79.2517,59.4388,1738.701694,121318,53328,4118,0,7331,7622,699,477,0,183,85.2963
6,4,94.6257,94.7854,97.6887,92.0497,19693.45704,89.1629,63.4836,81.4059,52.029,2192.624398,121318,59257,5118,0,1402,7622,718,662,0,164,85.2844
38,1,98.4166,98.4406,99.9604,96.9664,6514.673017,91.7213,68.7778,78.7982,61.0184,3319.86202,121318,60635,1897,0,24,7622,695,444,0,187,85.25975
16,1,96.8323,96.9252,99.8549,94.1625,12268.68668,89.7796,64.6391,80.7256,53.8986,2565.350492,121318,60571,3755,0,88,7622,712,609,0,170,85.2526
6,2,91.4629,91.2267,88.77,93.8232,30683.81905,90.8817,66.889,79.5918,57.6828,2700.990889,121318,53847,3545,0,6812,7622,702,515,0,180,85.23675
6,1,93.7709,94.0247,98.0184,90.3437,21876.38888,87.4705,60.5209,82.9932,47.6252,2160.43487,121318,59457,6355,0,1202,7622,732,805,0,150,85.23185
1,1,87.9556,87.506,84.3568,90.8994,39353.58171,90.0682,65.1954,80.3855,54.8337,2030.23366,121318,51170,5123,0,9489,7622,709,584,0,173,85.22685
15,4,96.421,96.5319,99.6208,93.6289,12794.633,89.9501,64.9588,80.4989,54.4479,2680.517136,121318,60429,4112,0,230,7622,710,594,0,172,85.2245
2,3,89.5506,89.5412,89.4608,89.6218,34018.80728,88.0871,61.5254,82.3129,49.1204,2573.660931,121318,54266,6284,0,6393,7622,726,752,0,156,85.2
11,4,96.8826,96.9539,99.2252,94.7843,12832.22732,91.4721,68.1685,78.9116,60,2312.472507,121318,60189,3312,0,470,7622,696,464,0,186,85.19185
5,2,90.7606,90.6443,89.5168,91.8005,33851.77442,89.1629,63.419,81.1791,52.0349,3148.202194,121318,54300,4850,0,6359,7622,716,660,0,166,85.171
14,1,95.7063,95.8778,99.8665,92.1955,14771.34491,87.9953,61.3435,82.3129,48.8889,2669.375572,121318,60578,5128,0,81,7622,726,759,0,156,85.1541
22,4,97.4752,97.5352,99.9077,95.2728,9331.642781,90.8161,66.6984,79.4785,57.459,3019.406076,121318,60603,3007,0,56,7622,701,519,0,181,85.1473
16,4,97.3384,97.4001,99.7132,95.192,10347.89004,91.2884,67.7043,78.9116,59.2845,2635.44374,121318,60485,3055,0,174,7622,696,478,0,186,85.1
8,2,93.6217,93.5737,92.8749,94.2831,26448.12658,90.5668,66.1009,79.4785,56.5779,2755.295399,121318,56337,3416,0,4322,7622,701,538,0,181,85.02265
0,3,86.3697,85.5785,80.8833,90.8524,43676.2858,90.2125,65.3668,79.8186,55.3459,2500.176273,121318,49063,4940,0,11596,7622,704,568,0,178,85.01555
7,1,95.1318,95.172,95.9643,94.3926,19453.24683,91.5377,68.2109,78.458,60.3313,1852.060722,121318,58211,3458,0,2448,7622,692,455,0,190,84.99785
5,1,93.6811,93.8352,96.1819,91.6003,23185.11199,88.5332,62.1645,81.4059,50.2801,2000.430799,121318,58343,5350,0,2316,7622,718,710,0,164,84.96955
6,3,94.3776,94.4801,96.2347,92.7883,20251.38208,89.6615,64.2468,80.2721,53.5552,2235.910412,121318,58375,4537,0,2284,7622,708,614,0,174,84.9668
13,5,97.6203,97.6556,99.1263,96.228,10691.95813,91.8525,68.9034,78.0045,61.704,2359.130541,121318,60129,2357,0,530,7622,688,427,0,194,84.9285
4,4,92.6606,92.6724,92.8222,92.5232,24901.4185,90.265,65.424,79.5918,55.538,2031.635117,121318,56305,4550,0,4354,7622,702,562,0,180,84.9284
27,1,98.0794,98.1125,99.8318,96.4514,8179.521082,91.5114,68.1124,78.3447,60.2441,2930.297343,121318,60557,2228,0,102,7622,691,456,0,191,84.92805
1,4,88.0339,87.5722,84.3189,91.0867,37173.23458,90.0157,64.9147,79.8186,54.7009,2253.646666,121318,51147,5005,0,9512,7622,704,583,0,178,84.91715
9,4,95.7648,95.9135,99.4016,92.6619,15585.27676,89.1761,63.2844,80.6122,52.0879,2361.811462,121318,60296,4775,0,363,7622,711,654,0,171,84.89415
1,2,86.6236,85.5754,79.3567,92.8515,44033.12411,91.4458,67.9134,78.2313,60,3343.254608,121318,48137,3706,0,12522,7622,690,460,0,192,84.83855
28,1,97.8931,97.9351,99.9242,96.0236,8451.141987,91.2097,67.3807,78.458,59.0444,3016.775043,121318,60613,2510,0,46,7622,692,480,0,190,84.83385
4,3,92.2411,92.3346,93.4618,91.2343,26202.31577,88.6906,62.3581,80.9524,50.7102,2280.858288,121318,56693,5447,0,3966,7622,714,694,0,168,84.8215
18,5,97.9409,97.979,99.8253,96.1999,8971.316547,91.5245,68.083,78.1179,60.3327,2654.031919,121318,60553,2392,0,106,7622,689,453,0,193,84.8212
0,1,85.6658,85.6908,85.8405,85.5416,47970.10553,85.3975,57.1758,84.2404,43.2732,2741.736748,121318,52070,8801,0,8589,7622,743,974,0,139,84.81895
8,3,95.778,95.8977,98.6943,93.2551,16555.53488,89.4647,63.7799,80.1587,52.9588,2307.266632,121318,59867,4330,0,792,7622,707,628,0,175,84.8117
5,3,93.9209,94.0172,95.5308,92.5509,22104.60725,89.3466,63.5548,80.2721,52.6003,2154.392435,121318,57948,4664,0,2711,7622,708,638,0,174,84.80935
14,3,97.303,97.3641,99.6208,95.2073,11445.05951,90.8029,66.4754,78.7982,57.4855,2594.251206,121318,60429,3042,0,230,7622,695,514,0,187,84.80055
12,2,95.1771,95.3128,98.0712,92.7053,22055.45786,87.9297,61.0169,81.6327,48.7145,3101.83219,121318,59489,4681,0,1170,7622,720,758,0,162,84.7812
15,5,97.7093,97.7442,99.2549,96.2788,10000.56981,91.5114,68.0178,78.0045,60.298,2482.861309,121318,60207,2327,0,452,7622,688,453,0,194,84.75795
59,1,98.7504,98.7656,99.9835,97.577,5191.073894,91.7082,68.4631,77.7778,61.1408,4238.585219,121318,60649,1506,0,10,7622,686,436,0,196,84.743
23,4,97.8618,97.905,99.9209,95.9688,8339.770787,91.354,67.6485,78.1179,59.6537,3031.33911,121318,60611,2546,0,48,7622,689,466,0,193,84.73595
1,8,88.6859,88.5678,87.6523,89.5026,36652.05083,87.9166,60.958,81.5193,48.6798,2532.817226,121318,53169,6236,0,7490,7622,719,758,0,163,84.71795
2,0,89.8663,89.9365,90.5636,89.3179,32225.84071,87.6673,60.5374,81.746,48.0667,2428.480297,121318,54935,6570,0,5724,7622,721,779,0,161,84.70665
12,1,97.0301,97.0957,99.2878,94.9983,13403.41502,91.0916,67.0228,78.2313,58.6236,2277.912252,121318,60227,3171,0,432,7622,690,487,0,192,84.66145
11,2,95.7533,95.7599,95.9083,95.6119,19605.37771,91.3146,67.5172,78.0045,59.5156,2404.189102,121318,58177,2670,0,2482,7622,688,468,0,194,84.65955
5,6,93.3456,93.4524,94.9768,91.9761,23054.50475,88.6906,62.2592,80.6122,50.7133,2254.664862,121318,57612,5026,0,3047,7622,711,691,0,171,84.6514
22,1,98.0531,98.0821,99.5681,96.6398,9232.031834,92.3117,69.856,76.9841,63.936,2632.912634,121318,60397,2100,0,262,7622,679,383,0,203,84.6479
15,1,97.3961,97.4434,99.245,95.706,11983.72386,91.6295,68.2271,77.6644,60.8348,2357.655648,121318,60201,2701,0,458,7622,685,441,0,197,84.64695
2,8,90.3625,90.4962,91.7687,89.2584,32082.58906,86.867,59.2261,82.4263,46.2174,2487.09638,121318,55666,6699,0,4993,7622,727,846,0,155,84.64665
17,1,97.5502,97.5985,99.5582,95.7144,11148.32076,91.6033,68.1592,77.6644,60.727,2444.386037,121318,60391,2704,0,268,7622,685,443,0,197,84.63385
4,1,92.3152,92.235,91.2824,93.2078,26914.49235,91.0129,66.8281,78.2313,58.3263,1747.895478,121318,55371,4035,0,5288,7622,690,493,0,192,84.6221
0,4,86.312,85.5035,80.7349,90.8708,43063.1263,90.4881,65.6561,78.5714,56.3873,2396.168711,121318,48973,4920,0,11686,7622,693,536,0,189,84.52975
4,9,92.7976,92.8659,93.7554,91.9931,25171.31954,89.1033,62.8469,79.9544,51.7699,2215.047085,121320,56872,4950,0,3788,7617,702,654,0,176,84.52885
32,4,98.0061,98.0443,99.9588,96.2017,7228.53687,90.921,66.57,78.1179,57.9966,3428.604343,121318,60634,2394,0,25,7622,689,499,0,193,84.51945
5,0,93.6563,93.872,97.176,90.7853,21822.84737,87.8116,60.6523,81.1791,48.4111,2350.42944,121318,58946,5983,0,1713,7622,716,763,0,166,84.49535
13,4,97.5428,97.5869,99.3703,95.8665,11279.00143,91.8788,68.7216,77.0975,61.9872,2330.341375,121318,60277,2599,0,382,7622,680,417,0,202,84.48815
14,4,96.3163,96.4412,99.8269,93.2777,12828.94882,89.0318,62.7783,79.932,51.6862,2764.251798,121318,60554,4364,0,105,7622,705,659,0,177,84.4819
11,3,95.3519,95.5458,99.7049,91.7197,16199.44746,87.0638,59.4239,81.8594,46.6408,2837.229711,121318,60480,5460,0,179,7622,722,826,0,160,84.4616
36,4,98.1165,98.1506,99.9588,96.4067,6843.324056,90.8029,66.2819,78.1179,57.5606,3545.979743,121318,60634,2260,0,25,7622,689,508,0,193,84.4604
19,5,98.3539,98.3761,99.7197,97.0682,7687.732484,91.8132,68.5484,77.0975,61.706,2641.282529,121318,60489,1827,0,170,7622,680,422,0,202,84.45535
42,5,98.9713,98.9814,99.9637,98.0182,5124.992476,91.8919,68.7247,76.9841,62.0658,3606.550746,121318,60637,1226,0,22,7622,679,415,0,203,84.438
56,1,98.7644,98.7792,99.9769,97.6099,5126.71497,91.5377,67.8945,77.3243,60.5146,4044.733397,121318,60645,1485,0,14,7622,682,445,0,200,84.431
17,5,97.5478,97.6032,99.8599,95.4462,10089.56466,89.9501,64.5042,78.9116,54.5455,2855.622691,121318,60574,2890,0,85,7622,696,580,0,186,84.43085
21,1,97.9088,97.948,99.8203,96.1447,9200.218782,91.2884,67.3228,77.551,59.4783,2697.901767,121318,60550,2428,0,109,7622,684,466,0,198,84.4197
6,0,94.9389,94.9998,96.1572,93.87,19039.4936,90.8292,66.3133,78.0045,57.6697,2096.901079,121318,58328,3809,0,2331,7622,688,505,0,194,84.41685
9,3,95.1895,95.3842,99.4065,91.6746,17284.51611,87.4049,59.9332,81.4059,47.424,2664.306543,121318,60299,5476,0,360,7622,718,796,0,164,84.4054
10,8,96.4251,96.5367,99.6472,93.6145,13749.42996,89.4253,63.4633,79.3651,52.8701,2568.83318,121318,60445,4123,0,214,7622,700,624,0,182,84.3952
2,4,88.6876,88.1219,83.9249,92.7607,34022.61093,91.4458,67.6587,77.3243,60.1411,1929.654325,121318,50908,3973,0,9751,7622,682,452,0,200,84.38505
19,3,97.2642,97.3272,99.6192,95.1382,10931.7645,90.3044,65.1908,78.458,55.7615,2984.933518,121318,60428,3088,0,231,7622,692,549,0,190,84.3812
3,9,90.7938,90.7071,89.8615,91.5688,29729.67123,89.2477,63.0248,79.4989,52.2064,2233.887703,121320,54510,5019,0,6150,7617,698,639,0,180,84.3733
7,4,95.3486,95.3722,95.8588,94.8905,17890.411,91.7607,68.3787,76.9841,61.5036,2010.831577,121318,58147,3131,0,2512,7622,679,425,0,203,84.3724
19,2,97.1983,97.2545,99.245,95.3422,14297.1032,89.6746,63.9156,79.0249,53.6567,2845.227762,121318,60201,2941,0,458,7622,697,602,0,185,84.34975
3,4,91.3451,91.4923,93.076,89.9616,28601.18118,87.8247,60.5777,80.839,48.4375,2307.807889,121318,56459,6300,0,4200,7622,713,759,0,169,84.33185
17,4,97.5148,97.5711,99.8335,95.409,9817.187954,90.7505,66.0895,77.8912,57.3935,2714.011806,121318,60558,2914,0,101,7622,687,510,0,195,84.32085
11,1,96.7738,96.8261,98.424,95.2794,14655.76602,91.6557,68.1043,76.9841,61.0612,2085.879664,121318,59703,2958,0,956,7622,679,433,0,203,84.3199
8,8,96.1638,96.2629,98.8163,93.8382,15529.72906,89.714,63.9706,78.9116,53.7867,2325.695079,121318,59941,3936,0,718,7622,696,598,0,186,84.3128
43,1,98.6828,98.6987,99.9044,97.5218,5770.222062,92.0887,69.1244,76.5306,63.0252,3544.305202,121318,60601,1540,0,58,7622,675,396,0,207,84.30965
20,3,97.8709,97.9119,99.8335,96.0628,8815.894118,90.8817,66.3438,77.6644,57.9036,2872.222818,121318,60558,2482,0,101,7622,685,498,0,197,84.27305
13,2,96.5092,96.5251,96.9683,96.086,17327.58583,91.5508,67.8322,76.9841,60.625,2400.525076,121318,58820,2396,0,1839,7622,679,441,0,203,84.26745
20,4,97.6714,97.7174,99.6884,95.8229,9064.432106,91.6426,68.0381,76.8707,61.0261,2864.862834,121318,60470,2636,0,189,7622,678,433,0,204,84.25665
0,7,86.4381,85.8211,82.0867,89.9115,43068.37671,88.9924,62.5614,79.4785,51.582,2769.266884,121318,49793,5587,0,10866,7622,701,658,0,181,84.23545
36,5,98.6045,98.6233,99.967,97.3151,6529.001845,91.2359,67.0936,77.2109,59.3206,3614.351963,121318,60639,1673,0,20,7622,681,467,0,201,84.2234
0,5,85.8298,84.6051,77.8747,92.609,44766.53506,91.4589,67.5958,76.9841,60.2484,2633.975863,121318,47238,3770,0,13421,7622,679,448,0,203,84.2215
4,6,92.0391,92.2087,94.2152,90.2858,27192.31724,87.09,59.3052,81.2925,46.6797,2543.76552,121318,57150,6149,0,3509,7622,717,819,0,165,84.19125
18,0,97.6368,97.6889,99.8928,95.5802,9072.659323,90.4881,65.4597,77.8912,56.4503,3074.095636,121318,60594,2802,0,65,7622,687,530,0,195,84.18965
1,6,87.8674,87.3794,84.0007,91.0413,38655.19308,89.5697,63.6156,78.7982,53.3384,2676.598377,121318,50954,5014,0,9705,7622,695,608,0,187,84.18395
20,9,96.5397,96.6521,99.8961,93.6121,12186.10093,87.8299,60.4015,80.5239,48.3254,3429.193201,121320,60597,4135,0,63,7617,707,756,0,171,84.1769
3,6,90.1029,89.8539,87.649,92.1726,31394.13197,90.3437,65.1515,78.0045,55.935,2249.769241,121318,53167,4515,0,7492,7622,688,542,0,194,84.1741
36,1,98.6943,98.7101,99.9159,97.533,6099.77438,92.1543,69.207,76.1905,63.3962,3263.225568,121318,60608,1533,0,51,7622,672,388,0,210,84.1724
46,1,98.6408,98.6581,99.9341,97.4143,5922.993445,92.2592,69.4617,76.0771,63.9048,3838.484556,121318,60619,1609,0,40,7622,671,379,0,211,84.16815
8,7,94.2927,94.5716,99.4312,90.1649,19218.09505,86.1322,57.8381,82.1995,44.6154,2859.240269,121318,60314,6579,0,345,7622,725,900,0,157,84.16585
3,0,91.2198,91.3682,92.9392,89.8494,28246.17276,87.4836,59.916,80.839,47.5968,2324.087654,121318,56376,6369,0,4283,7622,713,785,0,169,84.1613
3,7,90.8282,90.7385,89.8597,91.6347,29225.38031,89.3204,63.1006,78.9116,52.568,2228.791838,121318,54508,4976,0,6151,7622,696,628,0,186,84.116
28,5,98.8213,98.8338,99.8945,97.7954,5874.487902,92.1412,69.1396,76.0771,63.3617,3075.533156,121318,60595,1366,0,64,7622,671,388,0,211,84.10915
41,4,98.6309,98.6488,99.9588,97.3727,5357.970944,91.6689,68.0101,76.5306,61.1967,3545.602097,121318,60634,1636,0,25,7622,675,428,0,207,84.09975
7,7,94.7065,94.8175,96.848,92.8704,19037.14305,89.281,63.0149,78.9116,52.4491,2271.211985,121318,58747,4510,0,1912,7622,696,631,0,186,84.0963
17,3,97.7678,97.8102,99.7016,95.9892,9726.406206,91.0653,66.634,77.0975,58.6713,2647.903332,121318,60478,2527,0,181,7622,680,479,0,202,84.0814
15,3,97.0466,97.119,99.5598,94.795,11532.47216,89.8058,64.0111,78.3447,54.1112,2619.485956,121318,60392,3316,0,267,7622,691,586,0,191,84.07525
18,3,97.9063,97.944,99.7362,96.215,9049.170365,91.2753,67.0955,76.8707,59.5259,2678.678961,121318,60499,2380,0,160,7622,678,461,0,204,84.073
16,0,96.2372,96.3714,99.9374,93.0512,12698.96944,88.2708,61.1642,79.8186,49.5775,3288.56216,121318,60621,4527,0,38,7622,704,716,0,178,84.0447
33,5,98.8007,98.8141,99.9324,97.7205,5715.493231,91.8788,68.4666,76.1905,62.1647,3306.655742,121318,60618,1414,0,41,7622,672,409,0,210,84.03465
6,9,94.7981,94.8847,96.4919,93.3301,19778.99216,89.7072,63.7037,78.3599,53.6661,2155.29049,121320,58532,4183,0,2128,7617,688,594,0,190,84.03355
21,3,96.5842,96.6918,99.8384,93.7375,12197.78204,88.0609,60.7759,79.932,49.0264,3339.371655,121318,60561,4046,0,98,7622,705,733,0,177,83.99645
1,9,86.2801,86.5873,88.5707,84.6908,41878.26221,83.3662,53.9775,84.6241,39.6267,3392.888298,121320,53727,9712,0,6933,7617,743,1132,0,135,83.99515
16,5,98.0522,98.0815,99.578,96.6293,8816.331888,91.6689,67.9455,76.3039,61.2375,2501.231903,121318,60403,2107,0,256,7622,673,426,0,209,83.9864
38,5,98.771,98.7855,99.9621,97.6362,5786.785346,91.4327,67.3989,76.5306,60.2141,3411.064854,121318,60636,1468,0,23,7622,675,446,0,207,83.98165
2,6,89.1319,88.7474,85.7152,92.002,34374.03812,90.2913,64.9289,77.6644,55.7818,2378.024426,121318,51994,4520,0,8665,7622,685,543,0,197,83.97785
17,0,96.6312,96.7387,99.9275,93.7471,11416.78866,88.5726,61.6469,79.3651,50.396,3190.664792,121318,60615,4043,0,44,7622,700,689,0,182,83.96885
6,7,93.7998,93.9345,96.0204,91.9372,21246.00539,88.4545,61.4373,79.4785,50.0714,2386.127748,121318,58245,5108,0,2414,7622,701,699,0,181,83.9665
7,8,95.6239,95.7293,98.091,93.4786,17123.00708,89.7009,63.7413,78.2313,53.7802,2235.217017,121318,59501,4151,0,1158,7622,690,593,0,192,83.9661
8,6,95.872,95.963,98.1272,93.8923,15988.01694,90.1469,64.6255,77.7778,55.278,2282.05558,121318,59523,3872,0,1136,7622,686,555,0,196,83.96235
4,0,92.3812,92.2745,91.0005,93.5847,25158.09677,90.9341,66.2762,76.9841,58.1834,1898.174264,121318,55200,3784,0,5459,7622,679,488,0,203,83.9591
13,1,96.951,97.0104,98.9367,95.1576,13554.20262,90.9341,66.2762,76.9841,58.1834,2304.170279,121318,60014,3054,0,645,7622,679,488,0,203,83.9591
23,7,97.7225,97.7719,99.939,95.6968,8788.603621,90.3437,65.019,77.551,55.9738,3445.956733,121318,60622,2726,0,37,7622,684,538,0,198,83.94735
37,1,98.8106,98.8232,99.8879,97.781,5693.689484,92.1543,69.0796,75.737,63.4981,3334.534736,121318,60591,1375,0,68,7622,668,384,0,214,83.94565
10,3,95.6643,95.8145,99.2532,92.6061,15827.15556,88.297,61.1498,79.5918,49.6464,2633.98188,121318,60206,4807,0,453,7622,702,712,0,180,83.9444
17,7,97.4579,97.5135,99.6934,95.4269,9943.039783,90.6455,65.6386,77.2109,57.083,3018.279566,121318,60473,2898,0,186,7622,681,512,0,201,83.9282
13,8,97.2362,97.3021,99.6785,95.0363,11654.33507,90.593,65.5123,77.2109,56.8922,2622.539542,121318,60464,3158,0,195,7622,681,516,0,201,83.90195
14,7,97.2997,97.359,99.5483,95.264,11393.58395,90.698,65.7322,77.0975,57.2873,2881.431317,121318,60385,3002,0,274,7622,680,507,0,202,83.89775
11,6,96.3105,96.4288,99.6225,93.4335,13960.96904,89.0973,62.5507,78.6848,51.9073,2679.748872,121318,60430,4247,0,229,7622,694,643,0,188,83.89105
40,4,98.4594,98.4821,99.9505,97.0561,6046.512033,91.6951,67.9494,76.0771,61.3907,3560.435608,121318,60629,1839,0,30,7622,671,422,0,211,83.8861
14,2,96.5149,96.5781,98.3597,94.8599,17031.82773,89.7665,63.8219,78.0045,54.0031,2670.800377,121318,59664,3233,0,995,7622,688,586,0,194,83.8855
0,0,86.2856,86.0415,84.5365,87.601,43678.37328,86.8145,58.693,80.9524,46.0348,2912.844364,121318,51279,7258,0,9380,7622,714,837,0,168,83.88345
24,5,98.4841,98.5015,99.639,97.3896,7430.245066,92.5872,70.1216,75.1701,65.7086,2824.348409,121318,60440,1620,0,219,7622,663,346,0,219,83.87865
4,8,93.1832,93.2134,93.6283,92.8022,24440.96503,89.6353,63.5609,78.1179,53.577,2051.137196,121318,56794,4405,0,3865,7622,689,597,0,193,83.8766
0,9,85.8894,84.8065,78.762,91.8559,44556.88802,91.0989,66.502,76.6515,58.726,2637.751965,121320,47777,4236,0,12883,7617,673,473,0,205,83.8752
34,1,98.6902,98.7058,99.8978,97.542,6513.409157,91.8788,68.37,75.8503,62.2326,3221.489806,121318,60597,1527,0,62,7622,669,406,0,213,83.86455
36,9,97.8107,97.8559,99.9176,95.8776,8831.989805,90.0486,64.279,77.6765,54.8232,3985.357536,121320,60610,2606,0,50,7617,682,562,0,196,83.86255
24,9,97.9707,98.0074,99.8137,96.2653,8316.017691,91.0726,66.4363,76.6515,58.6237,3247.874182,121320,60547,2349,0,113,7617,673,475,0,205,83.86205
9,8,95.7665,95.9196,99.5186,92.5718,15657.19736,88.2446,61.0096,79.4785,49.5056,2632.088239,121318,60367,4844,0,292,7622,701,715,0,181,83.86155
17,9,97.2857,97.3543,99.8797,94.9535,10393.46094,89.3396,62.8885,78.3599,52.5191,3075.300344,121320,60587,3220,0,73,7617,688,622,0,190,83.84975
27,9,98.0819,98.1165,99.9159,96.3807,7353.054671,90.3637,64.914,77.3349,55.9308,3312.234539,121320,60609,2276,0,51,7617,679,535,0,199,83.8493
43,2,98.8188,98.8288,99.6703,98.0014,7495.684076,91.7213,67.9858,75.9637,61.5243,2990.042398,121318,60459,1233,0,200,7622,670,419,0,212,83.8425
19,0,97.7258,97.7748,99.9275,95.7129,8880.368667,90.5537,65.3846,77.0975,56.7613,3255.484361,121318,60615,2715,0,44,7622,680,518,0,202,83.8256
25,5,98.6045,98.6218,99.8599,97.414,6702.870622,91.905,68.4076,75.737,62.3716,3100.590048,121318,60574,1608,0,85,7622,668,403,0,214,83.821
18,1,97.4348,97.4534,98.1635,96.7535,12607.10777,92.9021,70.8983,74.7166,67.4514,2369.074094,121318,59545,1998,0,1114,7622,659,318,0,223,83.80935
11,0,96.8414,96.926,99.5945,94.3968,12427.75124,89.9501,64.1386,77.6644,54.6252,2734.999236,121318,60413,3586,0,246,7622,685,569,0,197,83.80725
12,9,96.3312,96.4504,99.6901,93.4147,13771.8414,88.6701,61.6274,78.9294,50.547,2804.293325,121320,60472,4263,0,188,7617,693,678,0,185,83.79975
24,7,98.3069,98.3311,99.7577,96.9448,7037.334102,91.9706,68.5509,75.6236,62.688,3290.547873,121318,60512,1907,0,147,7622,667,397,0,215,83.7971
8,4,95.9717,96.0131,97.0079,95.0384,16531.02927,91.2621,66.8986,76.3039,59.5575,2100.897129,121318,58844,3072,0,1815,7622,673,457,0,209,83.783
26,9,98.2748,98.3027,99.9159,96.7407,7113.621459,91.0201,66.2722,76.5376,58.4348,3239.703791,121320,60609,2042,0,51,7617,672,478,0,206,83.77885
2,7,88.9629,88.4481,84.5068,92.7751,33884.7309,90.7898,65.856,76.7574,57.6661,2150.013359,121318,51261,3992,0,9398,7622,677,497,0,205,83.7736
16,8,97.4637,97.506,99.1609,95.9055,10891.05481,91.577,67.6085,75.9637,60.9091,2858.791718,121318,60150,2568,0,509,7622,670,430,0,212,83.77035
6,8,92.2757,92.7571,98.9218,87.3156,24599.7532,83.4033,53.9833,84.127,39.7429,3015.822702,121318,60005,8717,0,654,7622,742,1125,0,140,83.76515
10,5,96.6608,96.6777,97.1694,96.191,13631.47004,92.01,68.6244,75.5102,62.8895,2100.002536,121318,58942,2334,0,1717,7622,666,393,0,216,83.7601
2,9,88.5658,87.9193,83.2146,93.1879,35158.50932,91.2039,66.6667,76.3098,59.1873,2048.490038,121320,50478,3690,0,10182,7617,670,462,0,208,83.75685
