epoch,dataset,train_acc,train_f1_score,train_recall,train_precision,train_loss,test_acc,test_f1_score,test_recall,test_precision,test_loss,train_num,train_tp,train_fp,train_tn,train_fn,test_num,test_tp,test_fp,test_tn,test_fn,Score
31,1,97.3293,97.3779,99.1807,95.6395,12250.70848,91.2621,67.3209,77.7778,59.3426,2447.890028,121318,60162,2743,0,497,7622,686,470,0,196,84.51995
13,4,93.3101,93.4043,94.7378,92.1078,23307.38933,89.4122,63.5007,79.5918,52.8217,2366.045498,121318,57467,4924,0,3192,7622,702,627,0,180,84.502
17,4,95.0246,95.1436,97.4744,92.9217,18707.94885,89.4122,63.5007,79.5918,52.8217,2364.593411,121318,59127,4504,0,1532,7622,702,627,0,180,84.502
24,2,96.0022,96.135,99.4378,93.0446,15482.54961,88.6906,62.1598,80.2721,50.7163,2698.106014,121318,60318,4509,0,341,7622,708,688,0,174,84.48135
21,5,95.5777,95.7237,98.9911,92.6651,16853.46693,88.7956,62.3457,80.1587,51.0101,2472.292089,121318,60047,4753,0,612,7622,707,679,0,175,84.47715
23,2,96.1267,96.236,99.0306,93.5948,15604.76166,89.3597,63.386,79.5918,52.6632,2518.218539,121318,60071,4111,0,588,7622,702,631,0,180,84.47575
32,2,96.5191,96.6277,99.7412,93.7028,13460.70979,88.6775,62.1325,80.2721,50.68,2828.327927,121318,60502,4066,0,157,7622,708,689,0,174,84.4748
51,1,97.903,97.9394,99.667,96.2706,9433.413115,91.1703,67.0905,77.7778,58.9854,2869.105016,121318,60457,2342,0,202,7622,686,477,0,196,84.47405
9,3,90.9733,90.731,88.3595,93.2334,28689.58318,90.8161,66.3138,78.1179,57.6087,2016.007219,121318,53598,3890,0,7061,7622,689,507,0,193,84.467
59,1,97.7448,97.788,99.6983,95.9495,9749.03545,90.8029,66.2819,78.1179,57.5606,3031.15733,121318,60476,2553,0,183,7622,689,508,0,193,84.4604
6,9,89.5829,89.4576,88.3943,90.5468,34191.81215,88.8276,62.2951,80.0683,50.979,2627.616241,121320,53620,5598,0,7040,7617,703,676,0,175,84.44795
35,5,96.5059,96.6175,99.8071,93.6255,13276.48607,89.1892,63.0493,79.7052,52.1513,2903.584851,121318,60542,4122,0,117,7622,703,645,0,179,84.4472
41,2,97.4381,97.4974,99.8055,95.2936,10904.0714,90.3175,65.2542,78.5714,55.7971,2848.609338,121318,60541,2990,0,118,7622,693,549,0,189,84.44445
18,2,95.328,95.4943,99.0191,92.2118,17768.07463,88.0346,60.9923,80.839,48.9698,2454.090009,121318,60064,5073,0,595,7622,713,743,0,169,84.4368
9,7,90.8554,90.7362,89.5679,91.9353,29939.81197,89.5828,63.7774,79.2517,53.3588,2326.285763,121318,54331,4766,0,6328,7622,699,611,0,183,84.41725
7,7,89.469,89.4648,89.4294,89.5003,33673.78403,87.6542,60.3456,81.1791,48.0215,2749.663322,121318,54247,6364,0,6412,7622,716,775,0,166,84.41665
4,9,88.499,88.2236,86.1606,90.3879,36796.47915,88.762,62.1574,80.0683,50.7948,2650.982874,121320,52265,5558,0,8395,7617,703,681,0,175,84.41515
44,2,97.0961,97.1744,99.8681,94.6222,11294.65356,89.3466,63.3243,79.4785,52.6276,2990.295938,121318,60579,3443,0,80,7622,701,631,0,181,84.41255
8,4,91.0022,90.845,89.286,92.4595,29037.32294,90.2388,65.0704,78.5714,55.5288,2140.269178,121318,54160,4417,0,6499,7622,693,555,0,189,84.4051
46,2,97.0722,97.1517,99.8648,94.5821,11322.92033,89.3991,63.4058,79.3651,52.7903,3044.482941,121318,60577,3470,0,82,7622,700,626,0,182,84.3821
14,2,93.9407,93.9568,94.207,93.708,21500.29407,90.4881,65.5582,78.2313,56.4186,2094.065167,121318,57145,3837,0,3514,7622,690,533,0,192,84.3597
40,2,97.0977,97.1712,99.695,94.772,11800.77715,90.0289,64.6182,78.6848,54.8183,2920.331733,121318,60474,3336,0,185,7622,694,572,0,188,84.35685
26,5,96.3567,96.4645,99.4049,93.693,14602.53349,89.4385,63.4589,79.2517,52.9145,2543.386114,121318,60298,4059,0,361,7622,699,622,0,183,84.3451
14,4,93.4198,93.6683,97.3442,90.2599,22724.12517,87.0506,59.3325,81.6327,46.6019,2589.545495,121318,59048,6372,0,1611,7622,720,825,0,162,84.34165
0,5,84.3642,84.0552,82.4264,85.7498,52527.84471,85.9879,57.7197,82.6531,44.3431,2664.417873,121318,49999,8309,0,10660,7622,729,915,0,153,84.3205
15,4,94.4716,94.6074,96.9914,92.3379,20507.66037,89.0318,62.6786,79.5918,51.6937,2333.365773,121318,58834,4882,0,1825,7622,702,656,0,180,84.3118
44,1,97.5577,97.6105,99.7709,95.5418,10370.85495,90.5012,65.5566,78.1179,56.4754,2810.964044,121318,60520,2824,0,139,7622,689,531,0,193,84.30955
3,4,88.0026,87.8723,86.9286,88.8368,38005.79984,87.8903,60.6732,80.7256,48.6007,2708.518782,121318,52730,6626,0,7929,7622,712,753,0,170,84.30795
24,5,94.8169,95.0512,99.5499,90.9414,18109.96595,86.867,59.0258,81.746,46.1883,2900.513236,121318,60386,6015,0,273,7622,721,840,0,161,84.3065
3,7,87.8509,87.3686,84.032,90.981,39570.32268,89.7009,63.9412,78.9116,53.7452,2753.970589,121318,50973,5053,0,9686,7622,696,599,0,186,84.30625
16,9,94.1543,94.218,95.2555,93.2028,21753.68951,89.9042,64.2492,78.7016,54.2812,2231.182786,121320,57782,4214,0,2878,7617,691,582,0,187,84.3029
50,1,97.9459,97.9834,99.8055,96.2267,9305.644386,90.921,66.4403,77.6644,58.0508,2862.209501,121318,60541,2374,0,118,7622,685,495,0,197,84.2927
46,1,97.387,97.447,99.7346,95.2619,10840.41596,89.8977,64.3188,78.6848,54.3887,2921.297303,121318,60498,3009,0,161,7622,694,582,0,188,84.29125
5,9,89.1057,88.7892,86.2826,91.4458,35055.58035,89.5366,63.524,79.0433,53.0987,2474.527443,121320,52339,4896,0,8321,7617,694,613,0,184,84.28995
22,2,96.1036,96.1697,97.8288,94.5659,16157.11407,90.4487,65.4321,78.1179,56.2908,2381.653299,121318,59342,3410,0,1317,7622,689,535,0,193,84.2833
3,8,88.3917,87.9227,84.5085,91.6244,37133.62515,90.1076,64.7334,78.458,55.0955,2397.55076,121318,51262,4686,0,9397,7622,692,564,0,190,84.2828
22,5,95.6725,95.8121,99.0059,92.818,16643.19976,88.953,62.5111,79.5918,51.4663,2492.948914,121318,60056,4647,0,603,7622,702,662,0,180,84.2724
44,5,97.1167,97.1914,99.7791,94.7346,11645.552,90.0813,64.6729,78.458,55.0079,3079.667698,121318,60525,3364,0,134,7622,692,566,0,190,84.26965
39,2,97.2502,97.3185,99.7956,94.9613,11185.66508,89.9501,64.4052,78.5714,54.5669,2839.87826,121318,60535,3212,0,124,7622,693,577,0,189,84.26075
2,9,87.2667,86.5656,82.0475,91.6102,40955.97986,90.3768,65.1781,78.1321,55.9087,2684.311953,121320,49770,4558,0,10890,7617,686,541,0,192,84.25445
17,5,95.1178,95.2409,97.7052,92.8979,18831.5182,89.3466,63.2246,79.1383,52.6395,2247.654284,121318,59267,4531,0,1392,7622,698,628,0,184,84.24245
20,0,95.0057,95.1768,98.5542,92.0233,18943.15112,88.6644,61.9718,79.8186,50.6475,2577.449661,121318,59782,5182,0,877,7622,704,686,0,178,84.2415
16,5,94.6364,94.667,95.2093,94.1308,20187.50949,90.8161,66.1836,77.6644,57.6599,2027.73157,121318,57753,3601,0,2906,7622,685,503,0,197,84.24025
28,9,96.4441,96.5353,99.0752,94.1223,15087.34961,89.6416,63.6908,78.8155,53.4363,2475.122729,121320,60099,3753,0,561,7617,692,603,0,186,84.22855
8,3,90.5076,90.3777,89.1574,91.6318,29969.93324,89.3073,63.1389,79.1383,52.5207,2253.01231,121318,54082,4939,0,6577,7622,698,631,0,184,84.2228
17,2,95.2818,95.415,98.1866,92.7956,18240.14095,88.625,61.8901,79.8186,50.5384,2334.78899,121318,59559,4624,0,1100,7622,704,689,0,178,84.2218
25,5,95.891,96.0342,99.5021,92.7998,15622.55771,88.625,61.8901,79.8186,50.5384,2613.784964,121318,60357,4683,0,302,7622,704,689,0,178,84.2218
4,7,88.465,87.9532,84.2167,92.0368,37152.69726,90.3175,65.1229,78.1179,55.8347,2520.989336,121318,51085,4420,0,9574,7622,689,545,0,193,84.2177
47,1,98.0407,98.0734,99.7412,96.4606,9270.482314,91.4458,67.5622,76.9841,60.195,2784.685199,121318,60502,2220,0,157,7622,679,449,0,203,84.21495
58,3,98.1108,98.1418,99.7807,96.5558,8463.205645,91.2097,67.0276,77.2109,59.2174,3170.955482,121318,60526,2159,0,133,7622,681,469,0,201,84.2103
47,2,97.5511,97.602,99.6752,95.6133,10498.12889,90.7373,65.9923,77.6644,57.3702,2926.945027,121318,60462,2774,0,197,7622,685,509,0,197,84.20085
5,8,89.6949,89.7067,89.8103,89.6034,33639.11307,87.3262,59.6828,81.0658,47.2259,2642.976307,121318,54478,6321,0,6181,7622,715,799,0,167,84.196
7,9,90.1245,89.9582,88.4685,91.4989,32365.88327,89.3396,63.0909,79.0433,52.4962,2421.400763,121320,53665,4986,0,6995,7617,694,628,0,184,84.19145
42,2,97.2931,97.3566,99.6983,95.1224,11312.78688,90.1469,64.7583,78.2313,55.2442,2927.500688,121318,60476,3101,0,183,7622,690,559,0,192,84.1891
13,2,93.9778,94.0903,95.8819,92.3645,21560.00604,88.8874,62.3388,79.4785,51.2802,2248.543931,121318,58161,4808,0,2498,7622,701,666,0,181,84.18295
46,3,96.627,96.7337,99.8928,93.7683,12480.99376,88.2052,61.1327,80.1587,49.406,3441.723761,121318,60594,4027,0,65,7622,707,724,0,175,84.18195
