epoch,dataset,train_num,train_acc,train_loss,train_recall,train_precision,train_tp,train_tn,train_fp,train_fn,test_num,test_acc,test_loss,test_recall,test_precision,test_tp,test_tn,test_fp,test_fn,RECALL,PRECISION,F1,SCORE
1,1,121318,0.7845,0.4697,82.8764,76.1351,50272,44901,15758,10387,7622,0.7566,0.4751,86.1678,30.4854,760,5007,1733,122,0.861678005,0.30485359,0.45037037,43.4622
2,1,121318,0.7892,0.4591,83.1138,76.6842,50416,45330,15329,10243,7622,0.7481,0.4954,86.1678,29.7107,760,4942,1798,122,0.861678005,0.297107115,0.441860465,43.45795
11,3,121318,0.8228,0.3948,88.0661,78.9256,53420,46395,14264,7239,7622,0.7658,0.5008,85.941,31.3353,758,5079,1661,124,0.859410431,0.313352625,0.459254771,43.3534
13,3,121318,0.835,0.3704,90.4136,79.4254,54844,46452,14207,5815,7622,0.7624,0.493,85.941,31.002,758,5053,1687,124,0.859410431,0.31002045,0.455665765,43.3517
12,2,121318,0.8326,0.3746,90.0031,79.3013,54595,46409,14250,6064,7622,0.7476,0.4996,85.941,29.6325,758,4940,1800,124,0.859410431,0.296325254,0.440697674,43.3443
8,3,121318,0.8099,0.4208,85.2718,78.5426,51725,46528,14131,8934,7622,0.781,0.4633,85.8277,32.8987,757,5196,1544,125,0.858276644,0.328987397,0.475651901,43.30435
9,0,121318,0.8117,0.419,85.7301,78.5579,52003,46465,14194,8656,7622,0.7636,0.501,85.8277,31.1011,757,5063,1677,125,0.858276644,0.311010682,0.456574186,43.29565
2,4,121318,0.7898,0.4612,83.1764,76.7315,50454,45359,15300,10205,7622,0.7258,0.5398,85.7143,27.7941,756,4776,1964,126,0.857142857,0.277941176,0.419766796,43.22005
7,2,121318,0.8095,0.4225,85.003,78.6342,51562,46649,14010,9097,7622,0.7802,0.4621,85.6009,32.7833,755,5192,1548,127,0.85600907,0.327833261,0.474097331,43.19055
4,7,121318,0.798,0.4463,83.8804,77.5483,50881,45928,14731,9778,7622,0.7274,0.5831,85.6009,27.901,755,4789,1951,127,0.85600907,0.279009608,0.420847269,43.16415
11,1,121318,0.822,0.3961,88.0496,78.8246,53410,46311,14348,7249,7622,0.7592,0.4729,85.3741,30.6222,753,5034,1706,129,0.853741497,0.306222041,0.450763245,43.06665
3,1,121318,0.7914,0.4551,83.2638,76.915,50507,45500,15159,10152,7622,0.7568,0.4625,85.3741,30.3874,753,5015,1725,129,0.853741497,0.303874092,0.448214286,43.06545
5,8,121318,0.8046,0.4358,83.9661,78.4695,50933,46684,13975,9726,7622,0.7506,0.5363,85.2608,29.8058,752,4969,1771,130,0.85260771,0.298057868,0.441703377,43.0057
6,2,121318,0.8063,0.4286,84.4195,78.4761,51208,46614,14045,9451,7622,0.7823,0.4505,85.1474,32.953,751,5212,1528,131,0.851473923,0.329530496,0.475166087,42.96485
10,0,121318,0.8159,0.4091,86.5774,78.7208,52517,46463,14196,8142,7622,0.7556,0.4997,85.1474,30.2457,751,5008,1732,131,0.851473923,0.302456706,0.446359584,42.9515
12,6,121318,0.8254,0.3898,88.5491,79.049,53713,46423,14236,6946,7622,0.7451,0.5183,85.1474,29.3016,751,4928,1812,131,0.851473923,0.293015997,0.435994194,42.94625
5,3,121318,0.8017,0.4385,83.9414,78.0496,50918,46339,14320,9741,7622,0.7697,0.4858,85.034,31.6056,750,5117,1623,132,0.850340136,0.316055626,0.460829493,42.90185
3,4,121318,0.7917,0.4568,83.4138,76.8838,50598,45446,15213,10061,7622,0.7419,0.4997,85.034,29.0135,750,4905,1835,132,0.850340136,0.290135397,0.432650707,42.88795
10,5,121318,0.8166,0.4092,86.5032,78.8602,52472,46593,14066,8187,7622,0.7637,0.4793,84.9206,30.9888,749,5072,1668,133,0.849206349,0.309888291,0.454076993,42.84215
9,1,121318,0.8142,0.4135,86.2642,78.6446,52327,46450,14209,8332,7622,0.7629,0.4723,84.9206,30.9121,749,5066,1674,133,0.849206349,0.309120924,0.453252648,42.84175
7,8,121318,0.8107,0.4236,84.8975,78.854,51498,46849,13810,9161,7622,0.7591,0.523,84.9206,30.5465,749,5037,1703,133,0.849206349,0.305464927,0.449310138,42.83985
9,7,121318,0.8159,0.4105,86.4736,78.7787,52454,46529,14130,8205,7622,0.741,0.5013,84.9206,28.9189,749,4899,1841,133,0.849206349,0.289189189,0.431451613,42.8308
4,3,121318,0.7959,0.4472,83.4254,77.4843,50605,45954,14705,10054,7622,0.7829,0.4456,84.8073,32.9661,748,5219,1521,134,0.848072562,0.329660643,0.474769914,42.7951
7,1,121318,0.8085,0.4265,85.0937,78.431,51617,46464,14195,9042,7622,0.7696,0.4728,84.8073,31.5612,748,5118,1622,134,0.848072562,0.315611814,0.4600246,42.78845
10,6,121318,0.8173,0.4092,86.5049,78.9626,52473,46679,13980,8186,7622,0.7572,0.5092,84.8073,30.3448,748,5023,1717,134,0.848072562,0.303448276,0.446967434,42.78225
3,5,121318,0.7913,0.4574,83.2572,76.9101,50503,45497,15162,10156,7622,0.7539,0.5171,84.8073,30.0402,748,4998,1742,134,0.848072562,0.300401606,0.443653618,42.7806
0,4,121318,0.7452,0.53,80.0013,72.0973,48528,41878,18781,12131,7622,0.7422,0.5432,84.8073,29.0035,748,4909,1831,134,0.848072562,0.290034897,0.432245016,42.77475
14,6,121318,0.8384,0.3654,90.928,79.6454,55156,46563,14096,5503,7622,0.7251,0.5483,84.8073,27.6117,748,4779,1961,134,0.848072562,0.276116648,0.416597048,42.7662
9,2,121318,0.816,0.4086,86.6434,78.7111,52557,46444,14215,8102,7622,0.7876,0.4343,84.6939,33.4827,747,5256,1484,135,0.846938776,0.334827432,0.479922904,42.74075
10,4,121318,0.8168,0.4085,86.4901,78.8956,52464,46625,14034,8195,7622,0.7586,0.4706,84.6939,30.4649,747,5035,1705,135,0.846938776,0.304649266,0.448110378,42.72625
13,1,121318,0.836,0.3697,90.4515,79.5462,54867,46551,14108,5792,7622,0.7543,0.494,84.6939,30.0604,747,5002,1738,135,0.846938776,0.300603622,0.443718444,42.7241
2,5,121318,0.7889,0.4645,83.0545,76.6644,50380,45324,15335,10279,7622,0.7436,0.5278,84.6939,29.1115,747,4921,1819,135,0.846938776,0.291114575,0.433294664,42.71875
16,6,121318,0.8566,0.3344,93.2706,80.9422,56577,47338,13321,4082,7622,0.7364,0.5663,84.6939,28.5006,747,4866,1874,135,0.846938776,0.285005723,0.426491579,42.71515
2,7,121318,0.7914,0.4593,83.4171,76.8378,50600,45406,15253,10059,7622,0.7202,0.5987,84.6939,27.2131,747,4742,1998,135,0.846938776,0.272131148,0.41191067,42.70705
0,6,121318,0.7423,0.5369,78.8836,72.1632,47850,42201,18458,12809,7622,0.7125,0.5669,84.6939,26.65,747,4684,2056,135,0.846938776,0.266500178,0.405427408,42.7032
10,3,121318,0.8182,0.4043,87.0176,78.8244,52784,46479,14180,7875,7622,0.7888,0.4318,84.5805,33.6036,746,5266,1474,136,0.845804989,0.336036036,0.480980013,42.68465
9,8,121318,0.8148,0.4129,85.7367,79.0032,52007,46837,13822,8652,7622,0.756,0.5073,84.5805,30.2024,746,5016,1724,136,0.845804989,0.302024291,0.445107399,42.66825
13,5,121318,0.8323,0.3767,89.5762,79.4851,54336,46635,14024,6323,7622,0.7451,0.4951,84.5805,29.2205,746,4933,1807,136,0.845804989,0.292205249,0.434352256,42.6628
5,0,121318,0.8002,0.4417,84.0238,77.7971,50968,46113,14546,9691,7622,0.7763,0.4863,84.4671,32.2093,745,5172,1568,137,0.844671202,0.322092521,0.466353678,42.6217
1,6,121318,0.787,0.4671,83.0132,76.4159,50355,45118,15541,10304,7622,0.7238,0.5764,84.4671,27.4604,745,4772,1968,137,0.844671202,0.27460376,0.414464534,42.59545
14,0,121318,0.8385,0.3649,90.9148,79.6534,55148,46572,14087,5511,7622,0.7644,0.4718,84.3537,30.9742,744,5082,1658,138,0.843537415,0.309741882,0.453105968,42.55905
5,5,121318,0.7993,0.4443,83.7403,77.8113,50796,46174,14485,9863,7622,0.7565,0.5059,84.3537,30.2193,744,5022,1718,138,0.843537415,0.302193339,0.444976077,42.5551
4,4,121318,0.7943,0.4492,83.5935,77.1667,50707,45655,15004,9952,7622,0.7533,0.5014,84.3537,29.9276,744,4998,1742,138,0.843537415,0.299275945,0.441805226,42.5535
7,4,121318,0.807,0.429,84.7739,78.3827,51423,46477,14182,9236,7622,0.7763,0.4507,84.2404,32.1784,743,5174,1566,139,0.842403628,0.321784322,0.465684738,42.50835
10,1,121318,0.8159,0.408,87.0258,78.499,52789,46200,14459,7870,7622,0.7564,0.4688,84.127,30.1749,742,5023,1717,140,0.841269841,0.301748678,0.44417839,42.4417
13,7,121318,0.8379,0.3673,90.5307,79.7731,54915,46735,13924,5744,7622,0.728,0.5441,84.127,27.7383,742,4807,1933,140,0.841269841,0.277383178,0.41720551,42.4275
12,3,121318,0.8289,0.3831,89.2794,79.1697,54156,46410,14249,6503,7622,0.7696,0.4501,83.9002,31.4359,740,5126,1614,142,0.839002268,0.314358539,0.457354759,42.3349
1,7,121318,0.7877,0.4681,83.3743,76.3427,50574,44987,15672,10085,7622,0.7401,0.53,83.9002,28.6933,740,4901,1839,142,0.839002268,0.28693292,0.427622075,42.32015
5,2,121318,0.8038,0.4341,83.9892,78.339,50947,46572,14087,9712,7622,0.7959,0.4144,83.7868,34.3401,739,5327,1413,143,0.837868481,0.343401487,0.487145682,42.29135
4,2,121318,0.7984,0.4441,83.5441,77.7768,50677,46179,14480,9982,7622,0.7911,0.4617,83.7868,33.7751,739,5291,1449,143,0.837868481,0.337751371,0.481433225,42.28895
0,1,121318,0.746,0.529,79.6007,72.3631,48285,42218,18441,12374,7622,0.7684,0.4502,83.7868,31.3003,739,5118,1622,143,0.837868481,0.313002965,0.455750848,42.2776
15,2,121318,0.8549,0.3357,92.9013,80.903,56353,47357,13302,4306,7622,0.7715,0.4672,83.6735,31.5925,738,5142,1598,144,0.836734694,0.315924658,0.458669981,42.2225
18,2,121318,0.8777,0.2957,94.9752,83.0106,57611,48868,11791,3048,7622,0.765,0.5281,83.6735,30.9434,738,5093,1647,144,0.836734694,0.309433962,0.451790634,42.21925
4,8,121318,0.8004,0.4431,83.7699,77.9595,50814,46293,14366,9845,7622,0.7633,0.5074,83.6735,30.7756,738,5080,1660,144,0.836734694,0.307756464,0.45,42.2184
4,6,121318,0.8006,0.4449,83.6463,78.0528,50739,46392,14267,9920,7622,0.7507,0.5031,83.6735,29.591,738,4984,1756,144,0.836734694,0.295910184,0.437203791,42.2121
7,5,121318,0.8071,0.4305,84.4821,78.5608,51246,46674,13985,9413,7622,0.7758,0.4728,83.5601,32.0296,737,5176,1564,145,0.835600907,0.320295524,0.46308514,42.16795
0,2,121318,0.7466,0.5314,79.5677,72.4569,48265,42312,18347,12394,7622,0.7726,0.4439,83.5601,31.6989,737,5152,1588,145,0.835600907,0.316989247,0.459619582,42.16635
0,3,121318,0.7437,0.5323,78.7105,72.4254,47745,42481,18178,12914,7622,0.76,0.5046,83.5601,30.442,737,5056,1684,145,0.835600907,0.304419661,0.446260975,42.16005
2,9,121318,0.791,0.4602,83.1781,76.9061,50455,45508,15151,10204,7617,0.7377,0.5386,83.4852,28.3449,733,4886,1853,145,0.834851936,0.283449343,0.423210162,42.11145
4,5,121318,0.7948,0.4519,83.5737,77.2542,50695,45733,14926,9964,7622,0.7652,0.4599,83.3333,30.9083,735,5097,1643,147,0.833333333,0.309083263,0.450920245,42.04925
2,0,121318,0.7886,0.4605,82.9176,76.6898,50297,45371,15288,10362,7622,0.7658,0.4536,83.22,30.9574,734,5103,1637,148,0.832199546,0.309574019,0.451275745,41.9929
8,7,121318,0.8126,0.4183,85.7449,78.6845,52012,46569,14090,8647,7622,0.7566,0.4618,83.22,30.0696,734,5033,1707,148,0.832199546,0.300696436,0.441769485,41.9883
17,8,121318,0.8645,0.3188,93.7833,81.7862,56888,47990,12669,3771,7622,0.7494,0.5342,83.22,29.4071,734,4978,1762,148,0.832199546,0.294070513,0.434576673,41.9847
1,5,121318,0.7866,0.4705,82.9737,76.3852,50331,45099,15560,10328,7622,0.749,0.4902,83.22,29.3717,734,4975,1765,148,0.832199546,0.293717487,0.434191068,41.9845
6,5,121318,0.8048,0.4364,84.314,78.3156,51144,46498,14161,9515,7622,0.7847,0.4562,83.1066,32.9438,733,5248,1492,149,0.83106576,0.329438202,0.471837786,41.94565
13,2,121318,0.8396,0.3617,90.9098,79.8185,55145,46716,13943,5514,7622,0.7826,0.4222,83.1066,32.7086,733,5232,1508,149,0.83106576,0.327086122,0.469420429,41.9446
12,0,121318,0.8253,0.3902,88.5343,79.0357,53704,46414,14245,6955,7622,0.7755,0.4417,83.1066,31.939,733,5178,1562,149,0.83106576,0.319389978,0.461441612,41.94105
16,5,121318,0.855,0.337,92.7727,80.9887,56275,47449,13210,4384,7622,0.7581,0.527,83.1066,30.1895,733,5045,1695,149,0.83106576,0.301894563,0.442900302,41.93235
7,9,121318,0.8076,0.4265,85.0426,78.3279,51586,46386,14273,9073,7617,0.7718,0.4661,83.0296,31.4495,729,5150,1589,149,0.830296128,0.314495255,0.456195244,41.9007
10,9,121318,0.8173,0.4058,87.2434,78.5784,52921,46232,14427,7738,7617,0.7657,0.4562,83.0296,30.8245,729,5103,1636,149,0.830296128,0.308245243,0.449583719,41.89765
2,2,121318,0.7905,0.4566,82.8599,76.9921,50262,45639,15020,10397,7622,0.7892,0.4041,82.9932,33.4399,732,5283,1457,150,0.829931973,0.334399269,0.476717682,41.8912
8,1,121318,0.8107,0.4208,85.7729,78.403,52029,46327,14332,8630,7622,0.7858,0.4423,82.9932,33.0474,732,5257,1483,150,0.829931973,0.330474041,0.472715531,41.8895
6,4,121318,0.8061,0.4319,84.5184,78.389,51268,46525,14134,9391,7622,0.7789,0.48,82.9932,32.2894,732,5205,1535,150,0.829931973,0.322893692,0.464909495,41.88605
12,5,121318,0.8267,0.3896,88.5293,79.2389,53701,46589,14070,6958,7622,0.773,0.4809,82.9932,31.6609,732,5160,1580,150,0.829931973,0.316608997,0.458359424,41.8831
9,6,121318,0.813,0.4182,85.6724,78.7848,51968,46665,13994,8691,7622,0.7712,0.4785,82.9932,31.4703,732,5146,1594,150,0.829931973,0.314703353,0.456359102,41.8822
6,6,121318,0.8065,0.4354,84.3865,78.5176,51188,46654,14005,9471,7622,0.7699,0.483,82.9932,31.3356,732,5136,1604,150,0.829931973,0.313356164,0.454940957,41.88155
5,9,121318,0.8023,0.439,83.9859,78.1197,50945,46390,14269,9714,7617,0.7771,0.4508,82.9157,31.9859,728,5191,1548,150,0.829157175,0.319859402,0.461636018,41.8464
4,9,121318,0.7985,0.445,83.6809,77.7228,50760,46110,14549,9899,7617,0.7674,0.484,82.9157,30.9787,728,5117,1622,150,0.829157175,0.309787234,0.451053284,41.84155
5,7,121318,0.8041,0.4371,84.4574,78.1294,51231,46318,14341,9428,7622,0.7591,0.4546,82.8798,30.2566,731,5055,1685,151,0.828798186,0.302566225,0.443298969,41.81945
15,5,121318,0.8476,0.35,91.7935,80.4697,55681,47145,13514,4978,7622,0.7617,0.4776,82.7664,30.4929,730,5076,1664,152,0.827664399,0.304928989,0.445665446,41.76405
16,0,121318,0.8545,0.3371,93.0101,80.7936,56419,47247,13412,4240,7622,0.7745,0.4626,82.6531,31.7647,729,5174,1566,153,0.826530612,0.317647059,0.458923513,41.7138
8,5,121318,0.8097,0.4234,85.0212,78.6521,51573,46661,13998,9086,7622,0.7711,0.4453,82.6531,31.4089,729,5148,1592,153,0.826530612,0.314088755,0.455198252,41.7121
7,6,121318,0.8086,0.4297,84.5563,78.7408,51291,46811,13848,9368,7622,0.7697,0.4715,82.6531,31.2741,729,5138,1602,153,0.826530612,0.312741313,0.453781513,41.7114
9,5,121318,0.8133,0.4162,85.8323,78.748,52065,46608,14051,8594,7622,0.7768,0.4417,82.5397,32,728,5193,1547,154,0.825396825,0.32,0.461197339,41.65825
17,1,121318,0.8695,0.3116,94.2449,82.2443,57168,48317,12342,3491,7622,0.7699,0.4967,82.5397,31.2715,728,5140,1600,154,0.825396825,0.312714777,0.453582555,41.6548
15,4,121318,0.8535,0.34,92.5782,80.8794,56157,47383,13276,4502,7622,0.7595,0.4906,82.5397,30.2451,728,5061,1679,154,0.825396825,0.302451184,0.442687747,41.6496
15,6,121318,0.8474,0.3504,92.3111,80.1704,55995,46809,13850,4664,7622,0.7575,0.5103,82.5397,30.0578,728,5046,1694,154,0.825396825,0.300578035,0.440677966,41.6486
16,2,121318,0.8633,0.3216,93.8393,81.5852,56922,47811,12848,3737,7622,0.7835,0.4589,82.4263,32.7183,727,5245,1495,155,0.824263039,0.327182718,0.468427835,41.6049
17,2,121318,0.8715,0.3072,94.5317,82.3737,57342,48389,12270,3317,7622,0.7789,0.471,82.4263,32.2109,727,5210,1530,155,0.824263039,0.322108994,0.463204842,41.6026
12,1,121318,0.8296,0.3811,89.3915,79.2031,54224,46421,14238,6435,7622,0.7774,0.4475,82.4263,32.0405,727,5198,1542,155,0.824263039,0.320405465,0.461440812,41.60185
11,9,121318,0.8218,0.3938,88.1864,78.7252,53493,46203,14456,7166,7617,0.7671,0.4678,82.3462,30.8711,723,5120,1619,155,0.823462415,0.308710504,0.449068323,41.55665
3,3,121318,0.7916,0.4545,83.1023,77.0344,50409,45631,15028,10250,7622,0.791,0.4265,82.1995,33.5493,725,5304,1436,157,0.821995465,0.335492827,0.476503451,41.49525
13,0,121318,0.8318,0.3788,89.7097,79.3528,54417,46500,14159,6242,7622,0.7844,0.4398,82.1995,32.7906,725,5254,1486,157,0.821995465,0.327905925,0.468800517,41.49195
15,0,121318,0.8471,0.351,92.2781,80.1486,55975,46795,13864,4684,7622,0.7772,0.4844,82.1995,31.9947,725,5199,1541,157,0.821995465,0.319947043,0.460609911,41.48835
14,1,121318,0.8449,0.3553,91.8611,80.058,55722,46779,13880,4937,7622,0.777,0.4432,82.1995,31.9665,725,5197,1543,157,0.821995465,0.319664903,0.46031746,41.48825
14,4,121318,0.8445,0.3559,91.4555,80.221,55476,46981,13678,5183,7622,0.7636,0.468,82.1995,30.5907,725,5095,1645,157,0.821995465,0.305907173,0.445879459,41.48155
16,1,121318,0.8596,0.3293,93.4651,81.2622,56695,47586,13073,3964,7622,0.769,0.4593,82.0862,31.113,724,5137,1603,158,0.820861678,0.311130211,0.451230913,41.4276
2,6,121318,0.7897,0.462,83.1666,76.7282,50448,45358,15301,10211,7622,0.7586,0.489,82.0862,30.0914,724,5058,1682,158,0.820861678,0.300914381,0.440389294,41.4224
20,0,121318,0.8832,0.2851,95.4005,83.5738,57869,49285,11374,2790,7622,0.7704,0.5178,81.9728,31.2446,723,5149,1591,159,0.819727891,0.312445981,0.452440551,41.3716
13,6,121318,0.8308,0.3791,89.746,79.1932,54439,46356,14303,6220,7622,0.7583,0.4644,81.9728,30.0499,723,5057,1683,159,0.819727891,0.300498753,0.439781022,41.36555
3,9,121318,0.7945,0.4521,83.3298,77.3363,50547,45846,14813,10112,7617,0.7628,0.4763,81.8907,30.376,719,5091,1648,159,0.818906606,0.303760034,0.443143297,41.32675
0,9,121318,0.747,0.5302,79.9568,72.3539,48501,42127,18532,12158,7617,0.7544,0.4463,81.8907,29.5763,719,5027,1712,159,0.818906606,0.29576306,0.434572378,41.32255
14,2,121318,0.8486,0.3476,92.1314,80.4312,55886,47062,13597,4773,7622,0.7813,0.4345,81.8594,32.3912,722,5233,1507,160,0.818594104,0.323912068,0.464159434,41.32035
0,5,121318,0.748,0.5347,80.5173,72.2521,48841,41902,18757,11818,7622,0.7627,0.4932,81.8594,30.4513,722,5091,1649,160,0.818594104,0.304512864,0.44389794,41.31105
5,1,121318,0.8021,0.4393,84.1194,78.0131,51026,46278,14381,9633,7622,0.7965,0.4426,81.746,34.1544,721,5350,1390,161,0.817460317,0.341544292,0.481790845,41.27125
15,3,121318,0.8528,0.3398,92.7645,80.69,56270,47193,13466,4389,7622,0.7813,0.4427,81.746,32.3754,721,5234,1506,161,0.817460317,0.323753929,0.463814731,41.26365
11,6,121318,0.8206,0.401,87.4083,78.9649,53021,46535,14124,7638,7622,0.775,0.438,81.746,31.6923,721,5186,1554,161,0.817460317,0.316923077,0.456762749,41.2605
17,0,121318,0.8634,0.3228,93.9564,81.5362,56993,47753,12906,3666,7622,0.7737,0.4861,81.746,31.5536,721,5176,1564,161,0.817460317,0.315536105,0.455320493,41.25985
18,0,121318,0.8701,0.3094,94.6356,82.108,57405,48150,12509,3254,7622,0.7709,0.5048,81.746,31.2663,721,5155,1585,161,0.817460317,0.312662619,0.452321205,41.25845
9,4,121318,0.8134,0.4155,85.735,78.8149,52006,46680,13979,8653,7622,0.7876,0.4334,81.6327,33.073,720,5283,1457,162,0.816326531,0.330730363,0.470742073,41.21015
5,4,121318,0.8017,0.4402,84.3601,77.8388,51172,46090,14569,9487,7622,0.778,0.4515,81.6327,32,720,5210,1530,162,0.816326531,0.32,0.459770115,41.20535
1,0,121318,0.7856,0.4681,83.1418,76.169,50433,44880,15779,10226,7622,0.7716,0.439,81.6327,31.318,720,5161,1579,162,0.816326531,0.313179643,0.452687834,41.20215
11,7,121318,0.8241,0.3917,88.2721,79.0157,53545,46439,14220,7114,7622,0.7641,0.4795,81.6327,30.5603,720,5104,1636,162,0.816326531,0.305602716,0.444718962,41.1984
3,8,121318,0.796,0.4508,83.4518,77.4886,50621,45953,14706,10038,7622,0.7616,0.4733,81.6327,30.3158,720,5085,1655,162,0.816326531,0.303157895,0.442124655,41.19715
12,7,121318,0.83,0.3806,89.375,79.273,54214,46484,14175,6445,7622,0.7552,0.5021,81.6327,29.703,720,5036,1704,162,0.816326531,0.297029703,0.435571688,41.19395
15,1,121318,0.8543,0.3382,92.8997,80.832,56352,47296,13363,4307,7622,0.7749,0.454,81.5193,31.6461,719,5187,1553,163,0.815192744,0.316461268,0.455928979,41.1471
6,7,121318,0.809,0.4293,84.9289,78.5895,51517,46624,14035,9142,7622,0.7734,0.4494,81.5193,31.4936,719,5176,1564,163,0.815192744,0.314936487,0.454344392,41.14635
11,4,121318,0.8233,0.3957,87.9787,79.0552,53367,46520,14139,7292,7622,0.7655,0.4518,81.5193,30.6872,719,5116,1624,163,0.815192744,0.306871532,0.445891473,41.1424
6,9,121318,0.8051,0.4321,84.5843,78.2063,51308,46361,14298,9351,7617,0.7834,0.4293,81.4351,32.4705,715,5252,1487,163,0.814350797,0.324704814,0.464285714,41.10925
12,9,121318,0.8297,0.3815,89.7295,79.0487,54429,46233,14426,6230,7617,0.772,0.4687,81.4351,31.2363,715,5165,1574,163,0.814350797,0.312363478,0.451531418,41.10355
6,0,121318,0.8055,0.4341,84.3717,78.3812,51179,46543,14116,9480,7622,0.7882,0.4355,81.1791,33.0869,716,5292,1448,166,0.811791383,0.330868762,0.470124754,40.98365
11,5,121318,0.82,0.4017,87.4215,78.87,53029,46452,14207,7630,7622,0.7847,0.4474,81.0658,32.6633,715,5266,1474,167,0.810657596,0.326633166,0.465646369,40.92525
15,9,121318,0.8528,0.3402,93.0447,80.5423,56440,47024,13635,4219,7617,0.7567,0.4918,81.0934,29.679,712,5052,1687,166,0.810933941,0.296790329,0.43454379,40.92505
6,8,121318,0.8084,0.4311,84.6404,78.6549,51342,46726,13933,9317,7622,0.7805,0.4357,81.0658,32.1927,715,5234,1506,167,0.810657596,0.32192706,0.460844344,40.92315
1,4,121318,0.7869,0.4686,82.9885,76.4244,50340,45130,15529,10319,7622,0.7734,0.4342,81.0658,31.4286,715,5180,1560,167,0.810657596,0.314285714,0.452961672,40.9196
10,7,121318,0.8205,0.4021,87.3852,78.9605,53007,46535,14124,7652,7622,0.7733,0.4376,81.0658,31.4148,715,5179,1561,167,0.810657596,0.314147627,0.452818239,40.91955
19,3,121318,0.881,0.29,95.14,83.3962,57711,49169,11490,2948,7622,0.7848,0.4793,80.9524,32.6624,714,5268,1472,168,0.80952381,0.326623971,0.465449804,40.8686
8,6,121318,0.8112,0.4229,85.1679,78.7843,51662,46747,13912,8997,7622,0.7771,0.461,80.9524,31.804,714,5209,1531,168,0.80952381,0.318040089,0.456667733,40.86475
11,8,121318,0.8222,0.3976,87.2368,79.2823,52917,46831,13828,7742,7622,0.7708,0.4861,80.9524,31.1382,714,5161,1579,168,0.80952381,0.311382468,0.44976378,40.8616
